"Sentence","Sentiment"
"Esta implementação é muito importante para a operadora, já que está prestes a lançar seu serviço de convergência Fixo-Móvel no Brasil veja Brasil: 8 de maio de 2006:.","neutral"
"A finlandesa Suominen Embalagem Flexível está cortando 48 empregos em sua unidade em Tampere e dois em Nastola, na Finlândia.","neutral"
"A subsidiária será responsável pelas vendas de filtros, montagem local de filtros e serviços pós-venda na China.","neutral"
"Como parte da transação, a fábrica de papel +ä+ñekoski permaneceu sob propriedade da M-real e continuou a produção da Galerie Art para a Sappi sob um contrato de longo prazo.","neutral"
"O valor total estimado inicial do contrato era de 250 000 euros, sem IVA.","neutral"
"De acordo com o registo comercial da Letónia , a Uponor Letónia fechou no vermelho com LVL 99 000 EUR 139 538,17 USD 194 556,48 num volume de negócios de LVL 2 346 milhões em 2009 .","neutral"
"Helsinque em 22 de outubro de 2008 SSH COMMUNICATIONS SECURITY CORP Conselho de Administração Para mais informações, entre em contato com: Tomi Laamanen, Presidente, tel. +358 0 400 609 544 Distribuição: NASDAQ OMX Helsinki Ltd.","neutral"
"A Vaisala, com sede em Helsinque, Finlândia, desenvolve e fabrica sistemas de medição eletrônica para meteorologia, ciências ambientais, tráfego e indústria.","neutral"
"A conversa sobre preços está nas trocas do mercado intermediário mais a área de 105 bps e os leads são Barclays, BNPP, UBS e CBA.","neutral"
"De acordo com um artigo publicado pela OrganizaÃ§Ã£o Mundial da Propriedade Intelectual: âeurosA presente invenÃ§Ã£o refere-se a hidrocarbonetos e particularmente Ã  fabricaÃ§Ã£o de componentes de hidrocarbonetos adequados como combustÃ­veis de aviaÃ§Ã£o ou combustÃ­veis de aviaÃ§Ã£o e como estoques de mistura para combustÃ­veis de aviaÃ§Ã£oâeuros?.","neutral"
"Faturas de Basware Você será mesclado na empresa controladora durante o período fiscal atual.","neutral"
"A maior reestruturação está prevista para Itália, onde serão iniciadas hoje negociações sobre cerca de 40 cortes de postos de trabalho, observou a empresa.","neutral"
"A Lemmink+ñinen iniciou a fabricação de feltros para telhados em 1920 e a produção de asfalto na década de 1930.","neutral"
"Os serviços de fabricação de eletrônicos finlandeses da EMS Elcoteq SE registraram uma perda líquida de 66,4 mln euros $ 91,2 mln no primeiro semestre de 2007, em comparação com um lucro líquido de 7,1 mln euros $ 9,8 mln para o mesmo período de 2006.","neutral"
"Os consumidores finlandeses preferem comprar a marca de cerveja mais barata.","neutral"
"No momento, Valio não está preocupado, mas se a proibição continuar por muito tempo, poderá se tornar um grande problema.","neutral"
"Não é .","neutral"
"A fusão das duas folhas gratuitas esclarecerá a situação do mercado.","neutral"
"Ao todo, a Finnair cancelou mais de 500 voos por causa da greve.","neutral"
"A cópia, a republicação ou a redistribuição do conteúdo de notícias da AFX, inclusive por enquadramento ou meios semelhantes, é expressamente proibido sem o consentimento prévio por escrito do AFX News.","neutral"
"O fechamento dessa transação ocorreu hoje.","neutral"
"Em anexo está a convocação da Affecto para a Assembleia Geral Extraordinária a ser realizada em 10 de julho, onde a agenda principal é aprovar a autorização ao Conselho para a proposta de emissão de ações relacionada à aquisição do Component Software e eleger Haakon Skaarer para o conselho da Affecto.","neutral"
"Seria prematuro falar em datas, volume e procedimento de investimento'', afirmou.","neutral"
"Para o ano fiscal encerrado em 30 de setembro de 2009, a receita desses clientes foi de US$ 10,012 milhões ou cerca de 11,0% da receita do grupo de transporte.","neutral"
"O valor estimado do negócio é de 9,2 milhões de dólares.","neutral"
"O pedido inclui uma estrutura de aço, estruturas de telhado e elementos de parede de partição, e Rautaruukki disse que espera concluir a instalação já em maio no próximo ano.","neutral"
"O governo russo contribuirá com 20% dos fundos necessários, disse ele.","neutral"
"Contudo, a empresa não pode abandonar completamente o óleo de palma.","neutral"
"O contrato inclui uma opção para entregar mais 75 ASCs nas próximas fases do projeto.","neutral"
"O programa incluiu melhorias operacionais e reduções de pessoal, principalmente nos Países Baixos.","neutral"
"O Point Village, projetado por Scott Tallon Walker, incluirá um shopping center, escritórios, um hotel e um cinema.","neutral"
"A receita de 2006 da Bavaria Industriekapital AG foi de 333 milhões de euros, com um EBITDA de 51 milhões de euros.","neutral"
"Os ajustes dizem respeito à equipe dos documentos especializados e dos segmentos de compósitos de fibra.","neutral"
"A nova organização consiste em duas unidades de negócios: Cobrança e Mensagens e Finanças e Administração.","neutral"
"A empresa fechou no ano passado com um faturamento de cerca de quatro milhões de euros.","neutral"
"Na rota entre Helsinque, na Finlândia, e Tallinn, na Estônia, os volumes de carga aumentaram 36%, enquanto os volumes de carga entre a Finlândia e a Suécia caíram 9%.","neutral"
"O supermercado Rimi é o principal cliente do centro Magistral.","neutral"
"A Tornio Works emprega 2.300, dos quais mais de 1.800 estiveram no escopo do período fixo ou de meio período temporário em abril a outubro.","neutral"
"Acando AB ( ACANB SS ) caiu 8,9 por cento para 13,35 coroas , o menor fechamento desde 11 de dezembro .","neutral"
"Por favor, informe a IR Johanna Koskinen sobre sua participação até 20 de abril às 10h. Uma conferência telefônica para analistas financeiros e investidores, realizada em inglês, terá início às 15h. Hora finlandesa (EET).","neutral"
"A F-Secure, desenvolvedora de soluções de segurança como serviço por meio de provedores de serviços de Internet e operadoras móveis, anunciou os resultados de sua pesquisa anual de bem-estar online.","neutral"
"A solução agora será expandida para incluir todas as tarefas da equipe do solo.","neutral"
"A Frost vendeu ações por US $ 19 milhões a US $ 6,06-7,12 por ação, em comparação com a alta de sexta-feira de US $ 11,33 e baixa de US $ 10,14.","neutral"
"A energia gerada anualmente pela Loviisa cobre cerca de 10% do consumo de electricidade da Finlândia.","neutral"
"O objetivo da HK Ruokatalo é conhecer os consumidores.","neutral"
"Isto será feito internamente e nos mercados vizinhos, tanto organicamente como através de aquisições.","neutral"
"A transação foi anunciada em 29 de setembro, quando a Pohjola Insurance concordou em pagar 80 milhões de euros (106,3 milhões de dólares) em dinheiro pela Pohjantahti.","neutral"
"O provedor de soluções de software de gerenciamento finlandês IXONOS OYJ Lucro líquido diminuiu para 369.000 euros (US $ 575.000) para o primeiro trimestre de 2008, de 669.000 euros (US $ 1,0 mln) para o mesmo período de 2007.","neutral"
"O AffetogenIMAP cria soluções de TI altamente personalizadas para seus clientes na Finlândia e nos países Bálticos.","neutral"
"No quarto trimestre de 2008, as vendas líquidas diminuíram para 121,4 milhões de euros, de 165,5 milhões de euros no quarto trimestre de 2007.","neutral"
"Obviamente, você terá acesso direto à loja OVI da Nokia, então você se divertirá muito baixando sua mídia favorita.","neutral"
"Esta solução é uma extensão da solução de mediação on-line existente fornecida anteriormente pela Comptel e pela IBM.","neutral"
"As medidas resultam das negociações estatutárias conjuntas com os colaboradores iniciadas em Fevereiro e que abrangeram todas as operações no país.","neutral"
"O consórcio de vendas inclui fundos gerenciados pela Unidade de Capital de Venture do Oko Bank, Bio Fund Management e Finland Industry Investment, um grupo de investimentos de propriedade do governo.","neutral"
"A NetCom espera concluir a implantação do Turbo 3G nessas áreas este ano.","neutral"
"(ADP News) - 3 de novembro de 2008 - A empresa finlandesa de papel, embalagens e produtos florestais Stora Enso Oyj (OMX: STERV) disse hoje que investiria 137 milhões de euros (US$ 176,6 milhões) na construção de uma usina em sua Ostroleka. Mi","neutral"
"A negociação está em conformidade com o acordo anunciado em 26 de Março de 2008 .","neutral"
"A ScanFil Holdings inclui 100 % do contrato de fabricante eletrônico ScanFil EMS Group.","neutral"
"A fabricante finlandesa de materiais à base de fibra Ahlstrom Corp (HEL: AHL1V) disse hoje que decidiu encerrar sua linha de produção de compósitos spunlace número 23 na fábrica de Chirnside, no Reino Unido, até o final de março de 2011.","neutral"
"O investidor finlandês Scanfil Oyj (HEL: SCF1V) disse na sexta-feira passada que comprou 57 milhões de ações, ou 32,96%, da fabricante norueguesa de eletrônicos Kitron ASA (OSL: KIT) por NOK 143,9 milhões (US$ 24,4 milhões - EUR 18,1 milhões).","neutral"
"Hoje, estamos conectando pessoas de maneiras novas e diferentes âeuros fundindo tecnologia mÃ³vel avanÃ§ada com serviÃ§os personalizados para permitir que as pessoas fiquem perto do que Ã© importante para elas.","neutral"
"Juntos, eles geram a boa vontade da Aspo.","neutral"
"Os apartamentos da YIT Home podem ser adquiridos em 5 regiões da Rússia, onde as subsidiárias da YIT realizam suas atividades: Moscou e região de Moscou, São Petersburgo, Ecaterimburgo, Kazan e Rostov-on-Don.","neutral"
"O relatório contém informações sobre a participação da empresa e da marca em nível de categoria, bem como sobre a participação na distribuição para 2007 e 2008.","neutral"
"A SDM oferece aluguel de equipamentos em geral, andaimes de alumínio, gerador de energia e talhas para clientes do setor de construção.","neutral"
"O requisito de eletricidade das redes crescerá com a nova geração móvel.","neutral"
"A Vianor vende pneus para carros e caminhões, além de uma variedade de outras peças de carro e fornece serviços de manutenção.","neutral"
"Ã resina pintada Ã  mÃ£o com agudos reais 14-0 e tem 75cm de comprimento por 25cm de profundidade de cima para baixo do gancho do meio.","neutral"
"O fechamento dessa transação ocorreu hoje.","neutral"
"A concessionária também fornecerá serviços relacionados à gestão de eletricidade, como operações de hedge e gestão e relatórios de risco.","neutral"
"O lucro para o período foi de 10,9 milhões de euros, abaixo dos 14,3 milhões de euros em 2009.","neutral"
"O efeito cambial teve um impacto negativo de 3,0 por cento, ou 20 milhões de euros (31,3 milhões de dólares), nas receitas.","neutral"
"Após a fase piloto, o instrumento será desenvolvido de acordo com as experiências adquiridas.","neutral"
"O valor do contrato é de US$ 12 milhões no total.","neutral"
"Sua renúncia entrará em vigor imediatamente.","neutral"
"O Internal Revenue Service vê cerca de 20 % de todos os contribuintes esperam até as últimas duas semanas para arquivar, com cerca de 40 milhões de retornos apresentados em abril.","neutral"
"A margem operacional reportada foi negativa em 5,9%.","neutral"
"Empresa alvo: Tieto Corporation, Código de Identidade Empresarial: 0101138-5 Data de mudança de participação: 22 de janeiro de 2010 Parcela das ações e votos: A atual participação do grupo OP-Pohjola Group Central Cooperative (OPK) é de 2.982.587 ações, o que representa 4,14% das ações e dos direitos de voto.","neutral"
"`` A BG Crane tem sido uma forte parceira da Hiab na Austrália há muitos anos.","neutral"
